##卡牌表																																						
##[SC]卡牌编号	[C]卡牌名称	[C]小卡牌图片	[C]大卡牌图片	[C]职业图标	[C]职业底框	[SC]星级	[SC]职业	[C]小卡牌边框	[C]大卡牌边框	[C]职业图标(按钮）	[C]获得来源	[SC]所需领导力	[SC]升级经验类型	[SC]等级上限	[SC]生命基数	[SC]生命系数A	[SC]生命系数B	[SC]基础攻击值	[SC]攻击系数A	[SC]攻击系数B	[SC]高级技能编号	[SC]被动技能编号	[SC]队长技能编号	[SC]合成经验基数	[SC]出售价格基数	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]仇恨修正	[S]普通技能编号	[S]暴击伤害修正	[C]强化等级
int	string	string	string	string	string	int	int	string	string	string	string	int	int	int	int	float	float	int	float	float	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int
75	瑟迪粉丝	littlecard_0075.png	bigcard_0075.png	icon_occupation_hunter_big.png	icon_occupation_base2.png	3	4	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_hunter_button.png	哀嚎	6	1	30	543	1	25.2	396	1	18.9	22	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	0
76	瑟迪粉丝＋	littlecard_0075.png	bigcard_0075.png	icon_occupation_hunter_big.png	icon_occupation_base_elite.png	3	4	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_hunter_button.png	符石抽奖、英雄进化	7	1	30	664	1	30.8	485	1	23.1	62	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	0
77	烤肉莱恩	littlecard_0077.png	bigcard_0077.png	icon_occupation_druid_big.png	icon_occupation_base2.png	3	6	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_druid_button.png	哀嚎	6	1	30	907	1	43.2	283	1	13.5	101	60	-1	200	1200	200	8500	0	0	0	0	-300	0	0	300	0	0	0
78	烤肉莱恩＋	littlecard_0077.png	bigcard_0077.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	3	6	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_druid_button.png	符石抽奖、英雄进化	7	1	30	1108	1	52.8	346	1	16.5	141	60	-1	200	1200	200	8500	0	0	0	0	-300	0	0	300	0	0	0
79	永生者	littlecard_0079.png	bigcard_0079.png	icon_occupation_druid_big.png	icon_occupation_base2.png	3	6	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_druid_button.png	哀嚎	6	1	30	907	1	43.2	283	1	13.5	101	60	-1	200	1200	200	8500	0	0	0	0	-300	0	0	300	0	0	0
80	永生者＋	littlecard_0079.png	bigcard_0079.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	3	6	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_druid_button.png	符石抽奖、英雄进化	7	1	30	1108	1	52.8	346	1	16.5	141	60	-1	200	1200	200	8500	0	0	0	0	-300	0	0	300	0	0	0
81	鱼人萨满	littlecard_0081.png	bigcard_0081.png	icon_occupation_shaman_big.png	icon_occupation_base2.png	3	3	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_shaman_button.png	哀嚎	6	1	30	816	1	38.7	311	1	14.4	102	35	310	200	1200	200	8500	0	0	0	300	0	-400	0	0	0	0	0
82	鱼人萨满＋	littlecard_0081.png	bigcard_0081.png	icon_occupation_shaman_big.png	icon_occupation_base_elite.png	3	3	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_shaman_button.png	符石抽奖、英雄进化	7	1	30	997	1	47.3	380	1	17.6	142	35	310	200	1200	200	8500	0	0	0	300	0	-400	0	0	0	0	0
83	绿食尸鬼	littlecard_0083.png	bigcard_0083.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	2	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	银牙、STSM、通灵	4	1	25	640	1	32	200	1	10	18	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	0
84	灰食尸鬼	littlecard_0084.png	bigcard_0084.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	2	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	银牙、STSM、通灵	4	1	25	640	1	32	200	1	10	18	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	0
85	亡灵战士	littlecard_0085.png	bigcard_0085.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	1	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	银牙	2	1	15	320	1	16	100	1	5	18	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	1	0	0
86	亡灵盗贼	littlecard_0086.png	bigcard_0086.png	icon_occupation_rogue_big.png	icon_occupation_base1.png	1	5	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_rogue_button.png	银牙	2	1	15	192	1	9	140	1	7	10	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	1	5000	0
87	蓝狼人	littlecard_0087.png	bigcard_0087.png	icon_occupation_paladin_big.png	icon_occupation_base1.png	1	2	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_paladin_button.png	银牙	2	1	15	480	1	24	50	1	2	13	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	1	0	0
88	黑狼人	littlecard_0088.png	bigcard_0088.png	icon_occupation_rogue_big.png	icon_occupation_base1.png	1	5	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_rogue_button.png	银牙	2	1	15	192	1	9	140	1	7	10	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	1	5000	0
89	擂昔格尔	littlecard_0089.png	bigcard_0089.png	icon_occupation_mage_big.png	icon_occupation_base2.png	3	7	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_mage_button.png	银牙	6	1	30	507	1	23.4	407	1	18.9	14	70	-1	200	1200	200	8500	0	0	500	0	0	0	0	0	3	0	0
90	擂昔格尔＋	littlecard_0089.png	bigcard_0089.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	3	7	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	7	1	30	620	1	28.6	498	1	23.1	54	70	-1	200	1200	200	8500	0	0	500	0	0	0	0	0	3	0	0
91	洗碗来恩	littlecard_0091.png	bigcard_0091.png	icon_occupation_warlock_big.png	icon_occupation_base2.png	3	9	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warlock_button.png	银牙	6	1	30	543	1	25.2	396	1	18.9	15	100	-1	200	1200	200	8800	0	0	300	0	0	0	0	0	5	0	0
92	洗碗来恩＋	littlecard_0091.png	bigcard_0091.png	icon_occupation_warlock_big.png	icon_occupation_base_elite.png	3	9	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_warlock_button.png	符石抽奖、英雄进化	7	1	30	664	1	30.8	485	1	23.1	55	100	-1	200	1200	200	8800	0	0	300	0	0	0	0	0	5	0	0
93	指挥官	littlecard_0093.png	bigcard_0093.png	icon_occupation_paladin_big.png	icon_occupation_base2.png	3	2	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_paladin_button.png	银牙	6	1	30	1360	1	64.8	141	1	6.3	13	15	-1	200	1200	200	8500	0	0	0	0	0	-900	2000	0	1	0	0
94	指挥官＋	littlecard_0093.png	bigcard_0093.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	3	2	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	7	1	30	1663	1	79.2	172	1	7.7	53	15	-1	200	1200	200	8500	0	0	0	0	0	-900	2000	0	1	0	0
95	勋爵卧登	littlecard_0095.png	bigcard_0095.png	icon_occupation_priest_big.png	icon_occupation_base2.png	3	8	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_priest_button.png	银牙	6	1	30	543	1	25.2	396	1	18.9	101	90	-1	200	1200	200	8500	0	0	0	200	0	-600	0	0	0	0	0
96	勋爵卧登＋	littlecard_0095.png	bigcard_0095.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	3	8	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_priest_button.png	符石抽奖、英雄进化	7	1	30	664	1	30.8	485	1	23.1	141	90	-1	200	1200	200	8500	0	0	0	200	0	-600	0	0	0	0	0
97	狼王杜雷斯	littlecard_0097.png	bigcard_0097.png	icon_occupation_rogue_big.png	icon_occupation_base2.png	3	5	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_rogue_button.png	银牙	6	1	30	543	1	25.2	396	1	18.9	10	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	0
98	狼王杜雷斯＋	littlecard_0097.png	bigcard_0097.png	icon_occupation_rogue_big.png	icon_occupation_base_elite.png	3	5	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_rogue_button.png	符石抽奖、英雄进化	7	1	30	664	1	30.8	485	1	23.1	50	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	0
99	阿撸膏	littlecard_0099.png	bigcard_0099.png	icon_occupation_warlock_big.png	icon_occupation_base3.png	4	9	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_warlock_button.png	银牙、符石抽奖	11	2	60	1045	1	57.024	762	1	41.58	21	106	906	400	2500	700	8500	200	0	1000	0	0	0	0	0	5	0	0
100	阿撸膏＋	littlecard_0099.png	bigcard_0099.png	icon_occupation_warlock_big.png	icon_occupation_base_elite.png	4	9	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warlock_button.png	英雄进化	14	2	60	1277	1	69.696	931	1	50.82	61	106	906	400	2500	700	8500	200	0	1000	0	0	0	0	0	5	0	0
101	人类男兵	littlecard_0101.png	bigcard_0101.png	icon_occupation_paladin_big.png	icon_occupation_base1.png	1	2	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_paladin_button.png	死矿	2	1	15	480	1	24	50	1	2	13	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	1	0	0
102	人类女兵	littlecard_0102.png	bigcard_0102.png	icon_occupation_mage_big.png	icon_occupation_base1.png	1	7	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_mage_button.png	死矿	2	1	15	179	1	8	144	1	7	19	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	3	0	0
103	男海盗	littlecard_0103.png	bigcard_0103.png	icon_occupation_hunter_big.png	icon_occupation_base1.png	1	4	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_hunter_button.png	死矿	2	1	15	192	1	9	140	1	7	22	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	2	0	0
104	女海盗	littlecard_0104.png	bigcard_0104.png	icon_occupation_hunter_big.png	icon_occupation_base1.png	1	4	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_hunter_button.png	死矿	2	1	15	192	1	9	140	1	7	20	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	2	0	0
105	地精	littlecard_0105.png	bigcard_0105.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	1	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	死矿	2	1	15	320	1	16	100	1	5	18	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	1	0	0
106	食人魔工头	littlecard_0106.png	bigcard_0106.png	icon_occupation_paladin_big.png	icon_occupation_base2.png	3	2	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_paladin_button.png	死矿	6	1	30	1179	1	55.8	198	1	9	100	20	-1	200	1200	500	8500	0	0	0	0	0	-300	0	0	0	0	0
107	食人魔工头＋	littlecard_0106.png	bigcard_0106.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	3	2	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	7	1	30	1441	1	68.2	242	1	11	140	20	-1	200	1200	500	8500	0	0	0	0	0	-300	0	0	0	0	0
108	伐木机工头	littlecard_0108.png	bigcard_0108.png	icon_occupation_shaman_big.png	icon_occupation_base2.png	3	3	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_shaman_button.png	死矿	6	1	30	634	1	29.7	368	1	17.1	23	30	-1	200	1200	500	8800	0	0	0	0	0	0	0	0	7	0	0
109	伐木机工头＋	littlecard_0108.png	bigcard_0108.png	icon_occupation_shaman_big.png	icon_occupation_base_elite.png	3	3	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_shaman_button.png	符石抽奖、英雄进化	7	1	30	775	1	36.3	449	1	20.9	63	30	-1	200	1200	500	8800	0	0	0	0	0	0	0	0	7	0	0
110	铁拳男士	littlecard_0110.png	bigcard_0110.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	3	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	死矿	6	1	30	907	1	43.2	283	1	13.5	18	5	-1	200	1200	200	8500	0	400	0	0	-400	0	0	0	1	0	0
111	铁拳男士＋	littlecard_0110.png	bigcard_0110.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	3	1	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_warrior_button.png	符石抽奖、英雄进化	7	1	30	1108	1	52.8	346	1	16.5	58	5	-1	200	1200	200	8500	0	400	0	0	-400	0	0	0	1	0	0
112	爱德文	littlecard_0112.png	bigcard_0112.png	icon_occupation_rogue_big.png	icon_occupation_base2.png	3	5	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_rogue_button.png	死矿	6	1	30	543	1	25.2	396	1	18.9	10	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	0
113	爱德文＋	littlecard_0112.png	bigcard_0112.png	icon_occupation_rogue_big.png	icon_occupation_base_elite.png	3	5	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_rogue_button.png	符石抽奖、英雄进化	7	1	30	664	1	30.8	485	1	23.1	50	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	0
114	船长鱼人	littlecard_0114.png	bigcard_0114.png	icon_occupation_shaman_big.png	icon_occupation_base3.png	4	3	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_shaman_button.png	死矿、符石抽奖	11	2	60	1219	1	65.7	707	1	37.8	23	31	-1	400	2500	1000	9300	0	0	0	0	0	0	0	0	7	0	0
115	船长鱼人＋	littlecard_0114.png	bigcard_0114.png	icon_occupation_shaman_big.png	icon_occupation_base_elite.png	4	3	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_shaman_button.png	英雄进化	14	2	60	1490	1	80.3	864	1	46.2	63	31	-1	400	2500	1000	9300	0	0	0	0	0	0	0	0	7	0	0
116	野猪人术士	littlecard_0116.png	bigcard_0116.png	icon_occupation_warlock_big.png	icon_occupation_base1.png	1	9	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warlock_button.png	沼泽、高地	2	1	15	192	1	9	140	1	7	15	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	5	0	0
117	野猪人战士	littlecard_0117.png	bigcard_0117.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	1	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	沼泽、高地	2	1	15	320	1	16	100	1	5	18	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	1	0	0
118	野猪人法师	littlecard_0118.png	bigcard_0118.png	icon_occupation_mage_big.png	icon_occupation_base1.png	1	7	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_mage_button.png	沼泽、高地	2	1	15	179	1	8	144	1	7	19	-1	-1	120	600	200	8500	0	0	0	0	0	0	0	0	3	0	0
119	亡语者	littlecard_0119.png	bigcard_0119.png	icon_occupation_druid_big.png	icon_occupation_base2.png	3	6	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_druid_button.png	沼泽	6	1	30	806	1	38	378	1	18	11	55	-1	200	1200	200	8800	0	200	200	0	0	0	0	0	1	0	0
120	亡语者＋	littlecard_0119.png	bigcard_0119.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	3	6	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_druid_button.png	符石抽奖、英雄进化	7	1	30	967	1	45.6	453	1	21.6	51	55	-1	200	1200	200	8800	0	200	200	0	0	0	0	0	1	0	0
121	撸孤哥	littlecard_0121.png	bigcard_0121.png	icon_occupation_mage_big.png	icon_occupation_base2.png	3	7	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_mage_button.png	沼泽	6	1	30	564	1	26	453	1	21	29	75	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	0
122	撸孤哥＋	littlecard_0121.png	bigcard_0121.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	3	7	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	7	1	30	676	1	31.2	543	1	25.2	69	75	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	0
123	狂暴猪王	littlecard_0123.png	bigcard_0123.png	icon_occupation_rogue_big.png	icon_occupation_base2.png	3	5	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_rogue_button.png	沼泽	6	1	30	604	1	28	441	1	21	10	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	0
124	狂暴猪王＋	littlecard_0123.png	bigcard_0123.png	icon_occupation_rogue_big.png	icon_occupation_base_elite.png	3	5	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_rogue_button.png	符石抽奖、英雄进化	7	1	30	724	1	33.6	529	1	25.2	50	50	-1	200	1200	700	8500	0	0	0	0	0	0	0	0	1	5000	0
125	小奶长者	littlecard_0125.png	bigcard_0125.png	icon_occupation_shaman_big.png	icon_occupation_base3.png	4	3	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_shaman_button.png	沼泽、符石抽奖	11	2	60	1567	1	85.5	598	1	32.4	102	36	305	400	2500	200	8500	0	0	0	800	0	-1400	0	0	0	0	0
126	小奶长者＋	littlecard_0125.png	bigcard_0125.png	icon_occupation_shaman_big.png	icon_occupation_base_elite.png	4	3	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_shaman_button.png	英雄进化	14	2	60	1916	1	104.5	731	1	39.6	142	36	305	400	2500	200	8500	0	0	0	800	0	-1400	0	0	0	0	0
127	人类女术士	littlecard_0127.png	bigcard_0127.png	icon_occupation_warlock_big.png	icon_occupation_base1.png	2	9	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warlock_button.png	血色、STSM	4	1	25	384	1	19	280	1	14	15	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	5	0	0
128	人类男法师	littlecard_0128.png	bigcard_0128.png	icon_occupation_mage_big.png	icon_occupation_base1.png	2	7	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_mage_button.png	血色、STSM	4	1	25	358	1	17	288	1	14	14	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	3	0	0
129	人类男战士	littlecard_0129.png	bigcard_0129.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	2	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	血色、STSM	4	1	25	960	1	48	100	1	5	11	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	0
130	人类男圣骑	littlecard_0130.png	bigcard_0130.png	icon_occupation_paladin_big.png	icon_occupation_base1.png	2	2	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_paladin_button.png	血色、STSM	4	1	25	832	1	41	140	1	7	100	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	0	0	0
131	火元素	littlecard_0131.png	bigcard_0131.png	icon_occupation_mage_big.png	icon_occupation_base1.png	2	7	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_mage_button.png	血色、黑石、黑上	4	1	25	358	1	17	288	1	14	14	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	3	0	0
132	鬼魂	littlecard_0132.png	bigcard_0132.png	icon_occupation_rogue_big.png	icon_occupation_base1.png	2	5	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_rogue_button.png	血色、通灵	4	1	25	384	1	19	280	1	14	10	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	5000	0
133	猎犬	littlecard_0133.png	bigcard_0133.png	icon_occupation_rogue_big.png	icon_occupation_base1.png	2	5	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_rogue_button.png	血色	4	1	25	384	1	19	280	1	14	10	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	5000	0
134	训犬人	littlecard_0134.png	bigcard_0134.png	icon_occupation_hunter_big.png	icon_occupation_base2.png	3	4	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_hunter_button.png	血色	6	1	30	604	1	28	441	1	21	22	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	0
135	训犬人＋	littlecard_0134.png	bigcard_0134.png	icon_occupation_hunter_big.png	icon_occupation_base_elite.png	3	4	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_hunter_button.png	符石抽奖、英雄进化	7	1	30	724	1	33.6	529	1	25.2	62	45	-1	200	1200	200	8500	500	0	0	0	0	0	0	0	2	0	0
136	奥法师	littlecard_0136.png	bigcard_0136.png	icon_occupation_mage_big.png	icon_occupation_base2.png	3	7	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_mage_button.png	血色	6	1	30	564	1	26	453	1	21	19	80	-1	200	1200	600	8500	0	0	200	0	0	0	0	0	3	0	0
137	奥法师＋	littlecard_0136.png	bigcard_0136.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	3	7	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	7	1	30	676	1	31.2	543	1	25.2	59	80	-1	200	1200	600	8500	0	0	200	0	0	0	0	0	3	0	0
138	血法师	littlecard_0138.png	bigcard_0138.png	icon_occupation_mage_big.png	icon_occupation_base2.png	3	7	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_mage_button.png	血色	6	1	30	564	1	26	453	1	21	29	75	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	0
139	血法师＋	littlecard_0138.png	bigcard_0138.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	3	7	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	7	1	30	676	1	31.2	543	1	25.2	69	75	-1	200	1200	200	8700	0	0	400	0	0	0	0	0	4	0	0
140	旋风男	littlecard_0140.png	bigcard_0140.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	3	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	血色	6	1	30	1008	1	48	315	1	15	18	5	-1	200	1200	200	8500	0	400	0	0	-400	0	0	0	1	0	0
141	旋风男＋	littlecard_0140.png	bigcard_0140.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	3	1	littlecard_frame_class2_elite.png	bigcard_frame_class2_elite.png	icon_occupation_warrior_button.png	符石抽奖、英雄进化	7	1	30	1209	1	57.6	378	1	18	58	5	-1	200	1200	200	8500	0	400	0	0	-400	0	0	0	1	0	0
142	中奶怀特	littlecard_0142.png	bigcard_0142.png	icon_occupation_priest_big.png	icon_occupation_base3.png	4	8	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_priest_button.png	血色、符石抽奖	11	2	60	1044	1	56.7	762	1	41.4	101	91	811	400	2500	200	8500	0	0	0	600	0	-1400	0	0	0	0	0
143	中奶怀特＋	littlecard_0142.png	bigcard_0142.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	4	8	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_priest_button.png	英雄进化	14	2	60	1277	1	69.3	931	1	50.6	141	91	811	400	2500	200	8500	0	0	0	600	0	-1400	0	0	0	0	0
144	莫哥来妮	littlecard_0144.png	bigcard_0144.png	icon_occupation_paladin_big.png	icon_occupation_base3.png	4	2	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_paladin_button.png	血色、符石抽奖	11	2	60	2613	1	142.2	271	1	14.4	13	16	-1	400	2500	600	8500	0	0	0	0	0	-2000	3000	0	1	0	0
145	莫哥来妮＋	littlecard_0144.png	bigcard_0144.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	4	2	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_paladin_button.png	英雄进化	14	2	60	3194	1	173.8	332	1	17.6	53	16	-1	400	2500	600	8500	0	0	0	0	0	-2000	3000	0	1	0	0
146	骷髅战士	littlecard_0146.png	bigcard_0146.png	icon_occupation_warrior_big.png	icon_occupation_base1.png	2	1	littlecard_frame_class1.png	bigcard_frame_class1.png	icon_occupation_warrior_button.png	高地	4	1	25	640	1	32	200	1	10	18	-1	-1	150	800	200	8500	0	0	0	0	0	0	0	0	1	0	0
