##怪物表																						
##[SC]怪物编号	[C]类型	[C]卡牌形象	[SC]生命	[S]攻击	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]普通技能编号	[S]高级技能编号	[S]获得经验	[S]获得金币	[S]掉落方案编号	[S]掉落方案编号2	[S]AI编号	[S]暴击伤害修正	[S]韧性
int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int	int	int	int	int	int	int
257	0	127	2327	408	400	8600	-1500	0	0	0	0	-300	0	5	215	0	0	257	257	-1	0	0
258	1	144	9696	765	400	8500	-1000	0	0	0	0	-4500	0	1	213	0	0	258	258	-1	0	0
259	1	142	7753	919	1500	8500	0	0	0	0	0	-2500	0	1	301	504	2250	259	259	-1	0	0
260	0	148	2362	414	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	260	260	-1	0	0
261	0	149	2362	414	400	8700	-1500	0	0	0	0	-300	0	5	215	0	0	261	261	-1	0	0
262	0	147	2362	414	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	262	262	-1	0	0
263	1	148	15941	388	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	263	263	-1	0	0
264	1	149	8499	932	1500	8500	0	0	0	0	0	-2500	0	5	215	504	2250	264	264	-1	0	0
265	0	148	2462	432	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	265	265	-1	0	0
266	0	149	2462	432	400	8700	-1500	0	0	0	0	-300	0	5	215	0	0	266	266	-1	0	0
267	0	146	2462	432	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	267	267	-1	0	0
268	0	147	1661	1163	400	8500	-200	0	0	0	0	-1500	0	5	221	0	0	268	268	-1	0	0
269	1	150	16006	972	1500	8500	1000	0	0	0	0	-4000	0	7	223	522	2325	269	269	-1	0	0
270	0	146	2498	438	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	270	270	-1	0	0
271	0	147	2498	438	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	271	271	-1	0	0
272	0	148	2498	438	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	272	272	-1	0	0
273	1	146	16866	411	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	273	273	-1	0	0
274	1	147	8992	986	1500	8500	0	0	0	0	0	-2500	0	5	221	522	2325	274	274	-1	0	0
275	0	146	2534	445	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	275	275	-1	0	0
276	0	147	2534	445	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	276	276	-1	0	0
277	0	148	2534	445	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	277	277	-1	0	0
278	0	149	10694	340	400	8500	-200	0	0	0	0	-1500	0	5	215	0	0	278	278	-1	0	0
279	1	152	13176	1201	1500	10000	-300	0	0	0	0	-3500	0	3	214	522	2325	279	279	-1	0	0
280	0	117	2571	451	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	280	280	-1	0	0
281	0	146	2571	451	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	281	281	-1	0	0
282	0	149	2571	451	400	8700	-1500	0	0	0	0	-300	0	5	215	0	0	282	282	-1	0	0
283	1	117	17354	423	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	283	283	-1	0	0
284	1	146	17354	423	1500	8500	-1000	0	0	0	-4500	0	0	1	218	522	2325	284	284	-1	0	0
285	0	117	2667	468	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	285	285	-1	0	0
286	0	146	2667	468	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	286	286	-1	0	0
287	0	148	2667	468	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	287	287	-1	0	0
288	0	149	1799	1259	400	8500	-200	0	0	0	0	-1500	0	5	215	0	0	288	288	-1	0	0
289	1	154	17339	1053	1500	8500	-1000	0	0	0	-5000	0	0	1	211	540	2400	289	289	-1	0	0
290	0	116	2704	475	400	8700	-1500	0	0	0	0	-300	0	5	215	0	0	290	290	-1	0	0
291	0	117	2704	475	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	291	291	-1	0	0
292	0	118	2704	475	400	8700	-1500	0	0	0	0	-300	0	3	219	0	0	292	292	-1	0	0
293	1	116	14603	712	1500	8500	0	0	0	0	0	-2500	0	5	215	0	0	293	293	-1	0	0
294	1	117	18255	444	1500	8500	-1000	0	0	0	-4500	0	0	1	218	540	2400	294	294	-1	0	0
295	0	116	2741	481	400	8700	-1500	0	0	0	0	-300	0	5	215	0	0	295	295	-1	0	0
296	0	117	2741	481	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	296	296	-1	0	0
297	0	118	2741	481	400	8700	-1500	0	0	0	0	-300	0	3	219	0	0	297	297	-1	0	0
298	0	146	11567	367	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	298	298	-1	0	0
299	1	156	14256	1299	1500	8500	2500	0	0	0	-2000	0	0	1	210	540	2400	299	299	-1	0	0
300	0	147	2779	488	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	300	300	-1	0	0
301	0	116	2779	488	400	8700	-1500	0	0	0	0	-300	0	5	215	0	0	301	301	-1	0	0
302	0	118	2779	488	400	8700	-1500	0	0	0	0	-300	0	3	219	0	0	302	302	-1	0	0
303	1	147	12507	914	1500	8500	0	0	0	0	0	-2500	0	5	221	0	0	303	303	-1	0	0
304	1	116	12507	914	1500	8500	0	0	0	0	0	-2500	0	5	215	540	2400	304	304	-1	0	0
305	0	147	2872	504	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	305	305	-1	0	0
306	0	116	2872	504	400	8700	-1500	0	0	0	0	-300	0	5	215	0	0	306	306	-1	0	0
307	0	118	2872	504	400	8700	-1500	0	0	0	0	-300	0	3	219	0	0	307	307	-1	0	0
308	0	117	12120	386	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	308	308	-1	0	0
309	1	158	14937	1361	1500	10000	-300	0	0	0	0	-3500	0	4	229	558	2475	309	309	-1	0	0
310	0	174	2910	511	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	310	310	-1	0	0
311	0	175	2910	511	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	311	311	-1	0	0
312	0	177	2910	511	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	312	312	-1	0	0
313	1	174	10478	1149	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	313	313	-1	0	0
314	1	175	10478	1149	1500	8500	2000	0	0	0	-1000	0	0	1	210	558	2475	314	314	-1	0	0
315	0	173	2948	517	400	8500	-1500	0	0	0	-500	0	0	1	306	0	0	315	315	-1	0	0
316	0	174	2948	517	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	316	316	-1	0	0
317	0	175	2948	517	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	317	317	-1	0	0
318	0	177	12441	396	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	318	318	-1	0	0
319	1	178	15333	1397	1500	8500	500	0	0	0	-4000	0	0	1	306	558	2475	319	319	-1	0	0
320	0	173	2986	524	400	8500	-1500	0	0	0	-500	0	0	1	306	0	0	320	320	-1	0	0
321	0	175	2986	524	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	321	321	-1	0	0
322	0	177	2986	524	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	322	322	-1	0	0
323	1	173	13442	983	1500	8500	500	0	0	0	-3500	0	0	1	306	0	0	323	323	-1	0	0
324	1	175	10753	1179	1500	8500	2000	0	0	0	-1000	0	0	1	210	558	2475	324	324	-1	0	0
325	0	173	3078	540	400	8500	-1500	0	0	0	-500	0	0	1	306	0	0	325	325	-1	0	0
326	0	174	3078	540	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	326	326	-1	0	0
327	0	175	3078	540	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	327	327	-1	0	0
328	0	177	12984	412	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	328	328	-1	0	0
329	1	180	16006	1458	1500	8500	-300	0	0	0	0	-3500	0	1	305	576	2550	329	329	-1	0	0
330	0	176	3117	547	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	330	330	-1	0	0
331	0	176	3117	547	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	331	331	-1	0	0
332	0	177	3117	547	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	332	332	-1	0	0
333	1	176	21036	512	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	333	333	-1	0	0
334	1	176	21036	512	1500	8500	-1000	0	0	0	-4500	0	0	1	211	576	2550	334	334	-1	0	0
335	0	176	3156	554	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	335	335	-1	0	0
336	0	176	3156	554	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	336	336	-1	0	0
337	0	176	3156	554	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	337	337	-1	0	0
338	0	176	13311	423	400	8500	-1000	0	0	0	-4000	0	0	1	211	0	0	338	338	-1	0	0
339	1	182	16409	1495	1500	8500	-1000	0	0	0	0	-5000	0	1	300	576	2550	339	339	-1	0	0
340	0	174	3194	560	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	340	340	-1	0	0
341	0	177	3194	560	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	341	341	-1	0	0
342	0	175	3194	560	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	342	342	-1	0	0
343	1	174	11500	1261	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	343	343	-1	0	0
344	1	177	21559	525	1500	8500	-1000	0	0	0	-4500	0	0	1	218	576	2550	344	344	-1	0	0
345	0	173	3283	576	400	8500	-1500	0	0	0	-500	0	0	1	306	0	0	345	345	-1	0	0
346	0	174	3283	576	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	346	346	-1	0	0
347	0	175	3283	576	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	347	347	-1	0	0
348	0	177	13851	441	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	348	348	-1	0	0
349	1	184	17066	1555	1500	13500	1000	0	0	0	-3000	0	0	2	222	594	2625	349	349	-1	0	0
350	0	176	3322	583	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	350	350	-1	0	0
351	0	176	3322	583	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	351	351	-1	0	0
352	0	177	3322	583	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	352	352	-1	0	0
353	1	176	22427	546	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	353	353	-1	0	0
354	1	176	22427	546	1500	8500	-1000	0	0	0	-4500	0	0	1	211	594	2625	354	354	-1	0	0
355	0	176	3362	590	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	355	355	-1	0	0
356	0	176	3362	590	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	356	356	-1	0	0
357	0	176	3362	590	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	357	357	-1	0	0
358	0	176	2267	1588	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	358	358	-1	0	0
359	1	186	21852	1327	1500	8500	-1000	0	0	0	-5000	0	0	1	211	594	2625	359	359	-1	0	0
360	0	177	3401	597	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	360	360	-1	0	0
361	0	160	3401	597	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	361	361	-1	0	0
362	0	162	3401	597	400	8500	-1500	0	0	0	0	-500	0	1	302	0	0	362	362	-1	0	0
363	1	177	22958	559	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	363	363	-1	0	0
364	1	160	22958	559	1500	8500	-1000	0	0	0	-4500	0	0	1	218	594	2625	364	364	-1	0	0
365	0	177	3488	612	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	365	365	-1	0	0
366	0	160	3488	612	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	366	366	-1	0	0
367	0	161	3488	612	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	367	367	-1	0	0
368	0	162	2352	1648	400	8500	0	0	0	0	0	-3000	0	1	302	0	0	368	368	-1	0	0
369	1	163	22675	1377	1500	8500	1000	0	0	0	0	-4000	0	7	223	612	2700	369	369	-1	0	0
370	0	161	3528	619	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	370	370	-1	0	0
371	0	177	3528	619	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	371	371	-1	0	0
372	0	160	3528	619	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	372	372	-1	0	0
373	1	161	12698	1393	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	373	373	-1	0	0
374	1	177	23812	580	1500	8500	-1000	0	0	0	-4500	0	0	1	218	612	2700	374	374	-1	0	0
375	0	161	3567	626	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	375	375	-1	0	0
376	0	177	3567	626	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	376	376	-1	0	0
377	0	160	3567	626	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	377	377	-1	0	0
378	0	162	2406	1685	400	8500	0	0	0	0	0	-3000	0	1	302	0	0	378	378	-1	0	0
379	1	165	23190	1408	1500	8500	-300	0	0	0	0	-3500	0	1	305	612	2700	379	379	-1	0	0
380	0	160	3607	633	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	380	380	-1	0	0
381	0	177	3607	633	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	381	381	-1	0	0
382	0	162	3607	633	400	8500	-1500	0	0	0	0	-500	0	1	302	0	0	382	382	-1	0	0
383	1	160	24348	593	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	383	383	-1	0	0
384	1	177	24348	593	1500	8500	-1000	0	0	0	-4500	0	0	1	218	612	2700	384	384	-1	0	0
385	0	160	3925	688	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	385	385	-1	0	0
386	0	177	3925	688	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	386	386	-1	0	0
387	0	161	3925	688	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	387	387	-1	0	0
388	0	162	2649	1853	400	8500	0	0	0	0	0	-3000	0	1	302	0	0	388	388	-1	0	0
389	1	167	25514	1548	1500	8500	-1000	0	0	0	-5000	0	0	1	218	630	2775	389	389	-1	0	0
390	0	161	3967	695	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	390	390	-1	0	0
391	0	162	3967	695	400	8500	-1500	0	0	0	0	-500	0	1	302	0	0	391	391	-1	0	0
392	0	177	3967	695	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	392	392	-1	0	0
393	1	161	14279	1565	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	393	393	-1	0	0
394	1	162	21424	1043	1500	8500	0	0	0	0	0	-3500	0	1	302	630	2775	394	394	-1	0	0
395	0	160	4010	703	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	395	395	-1	0	0
396	0	161	4010	703	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	396	396	-1	0	0
397	0	162	4010	703	400	8500	-1500	0	0	0	0	-500	0	1	302	0	0	397	397	-1	0	0
398	0	177	16916	538	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	398	398	-1	0	0
399	1	169	20846	1898	1500	10000	-300	0	0	0	0	-3500	0	4	229	630	2775	399	399	-1	0	0
400	0	162	4052	710	400	8500	-1500	0	0	0	0	-500	0	1	302	0	0	400	400	-1	0	0
401	0	177	4052	710	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	401	401	-1	0	0
402	0	161	4052	710	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	402	402	-1	0	0
403	1	177	27351	666	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	403	403	-1	0	0
404	1	162	14584	1598	1500	8500	0	0	0	0	0	-3500	0	1	302	630	2775	404	404	-1	0	0
405	0	160	4362	765	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	405	405	-1	0	0
406	0	161	4362	765	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	406	406	-1	0	0
407	0	162	4362	765	400	8500	-1500	0	0	0	0	-500	0	1	302	0	0	407	407	-1	0	0
408	0	177	18401	585	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	408	408	-1	0	0
409	1	171	22682	2065	1500	8500	0	0	0	0	0	0	0	4	217	648	2850	409	409	-1	0	0
410	0	202	4407	773	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	410	410	-1	0	0
411	0	188	4407	773	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	411	411	-1	0	0
412	0	189	4407	773	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	412	412	-1	0	0
413	1	188	23797	1159	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	413	413	-1	0	0
414	1	189	15864	1738	1500	9000	0	0	0	0	0	-2500	0	4	229	648	2850	414	414	-1	0	0
415	0	201	4452	781	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	415	415	-1	0	0
416	0	202	4452	781	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	416	416	-1	0	0
417	0	188	4452	781	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	417	417	-1	0	0
418	0	189	18778	597	400	9300	-200	0	0	0	0	-1500	0	4	229	0	0	418	418	-1	0	0
419	1	191	23148	2107	1500	13500	1000	0	0	0	-3000	0	0	2	222	648	2850	419	419	-1	0	0
420	0	202	4496	789	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	420	420	-1	0	0
421	0	201	4496	789	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	421	421	-1	0	0
422	0	189	4496	789	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	422	422	-1	0	0
423	1	202	24280	1183	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	423	423	-1	0	0
424	1	201	24280	1183	1500	11000	0	0	0	0	-2500	0	0	2	220	648	2850	424	424	-1	0	0
425	0	201	4798	841	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	425	425	-1	0	0
426	0	202	4798	841	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	426	426	-1	0	0
427	0	188	4798	841	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	427	427	-1	0	0
428	0	189	3237	2267	400	9300	-200	0	0	0	0	-1500	0	4	229	0	0	428	428	-1	0	0
429	1	193	31192	1894	1500	8500	0	0	0	0	0	0	0	4	217	666	2925	429	429	-1	0	0
430	0	190	4845	849	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	430	430	-1	0	0
431	0	188	4845	849	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	431	431	-1	0	0
432	0	189	4845	849	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	432	432	-1	0	0
433	1	190	21805	1593	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	433	433	-1	0	0
434	1	190	21805	1593	1500	11000	0	0	0	0	-2500	0	0	2	220	666	2925	434	434	-1	0	0
435	0	202	4892	857	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	435	435	-1	0	0
436	0	188	4892	857	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	436	436	-1	0	0
437	0	189	4892	857	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	437	437	-1	0	0
438	0	190	3300	2311	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	438	438	-1	0	0
439	1	195	31801	1931	1500	8500	-1000	0	0	0	0	-5000	0	1	213	666	2925	439	439	-1	0	0
440	0	190	4938	866	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	440	440	-1	0	0
441	0	188	4938	866	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	441	441	-1	0	0
442	0	189	4938	866	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	442	442	-1	0	0
443	1	190	22226	1624	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	443	443	-1	0	0
444	1	188	17780	1948	1500	11000	0	0	0	0	-2500	0	0	2	222	666	2925	444	444	-1	0	0
445	0	201	5235	918	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	445	445	-1	0	0
446	0	188	5235	918	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	446	446	-1	0	0
447	0	189	5235	918	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	447	447	-1	0	0
448	0	190	3534	2472	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	448	448	-1	0	0
449	1	197	34031	2066	1500	8500	-1000	0	0	0	0	-5000	0	1	300	684	3000	449	449	-1	0	0
450	0	190	5284	927	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	450	450	-1	0	0
451	0	188	5284	927	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	451	451	-1	0	0
452	0	189	5284	927	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	452	452	-1	0	0
453	1	190	23779	1738	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	453	453	-1	0	0
454	1	202	19021	2085	1500	11000	0	0	0	0	-2500	0	0	2	222	684	3000	454	454	-1	0	0
455	0	201	5332	935	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	455	455	-1	0	0
456	0	188	5332	935	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	456	456	-1	0	0
457	0	189	5332	935	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	457	457	-1	0	0
458	0	190	3599	2518	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	458	458	-1	0	0
459	1	199	34662	2105	1500	8500	500	0	0	0	-4000	0	0	1	211	684	3000	459	459	-1	0	0
460	0	201	5381	944	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	460	460	-1	0	0
461	0	202	5381	944	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	461	461	-1	0	0
462	0	203	5381	944	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	462	462	-1	0	0
463	1	201	26009	1770	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	463	463	-1	0	0
464	1	201	20805	2123	1500	11000	0	0	0	0	-2500	0	0	2	220	684	3000	464	464	-1	0	0
465	0	201	5672	995	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	465	465	-1	0	0
466	0	202	5672	995	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	466	466	-1	0	0
467	0	203	5672	995	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	467	467	-1	0	0
468	0	204	4111	2679	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	468	468	-1	0	0
469	1	205	37816	2237	1500	8500	500	0	0	0	-4000	0	0	1	211	702	3075	469	469	-1	0	0
470	0	201	5722	1004	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	470	470	-1	0	0
471	0	202	5722	1004	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	471	471	-1	0	0
472	0	204	5722	1004	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	472	472	-1	0	0
473	1	202	27658	1881	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	473	473	-1	0	0
474	1	202	33187	1506	1500	11000	0	0	0	0	-2500	0	0	2	222	702	3075	474	474	-1	0	0
475	0	201	5772	1013	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	475	475	-1	0	0
476	0	202	5772	1013	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	476	476	-1	0	0
477	0	204	5772	1013	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	477	477	-1	0	0
478	0	203	26154	773	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	478	478	-1	0	0
479	1	207	30781	2733	1500	10000	-300	0	0	0	0	-3500	0	4	229	702	3075	479	479	-1	0	0
480	0	201	5822	1021	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	480	480	-1	0	0
481	0	202	5822	1021	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	481	481	-1	0	0
482	0	204	5822	1021	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	482	482	-1	0	0
483	1	204	22509	2297	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	483	483	-1	0	0
484	1	204	22509	2297	1500	8500	2000	0	0	0	-1000	0	0	1	210	702	3075	484	484	-1	0	0
485	0	201	5872	1030	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	485	485	-1	0	0
486	0	202	5872	1030	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	486	486	-1	0	0
487	0	204	5872	1030	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	487	487	-1	0	0
488	0	203	26606	787	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	488	488	-1	0	0
489	1	209	31313	2780	1500	8500	-300	0	0	0	0	-3500	0	5	221	702	3075	489	489	-1	0	0
490	0	201	5919	1038	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	490	490	-1	0	0
491	0	202	5919	1038	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	491	491	-1	0	0
492	0	203	5919	1038	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	492	492	-1	0	0
493	1	203	28611	1946	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	493	493	-1	0	0
494	1	203	34331	1558	1500	8500	-1000	0	0	0	-4500	0	0	1	218	702	3075	494	494	-1	0	0
495	0	201	6109	1071	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	495	495	-1	0	0
496	0	202	6109	1071	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	496	496	-1	0	0
497	0	203	6109	1071	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	497	497	-1	0	0
498	0	204	4426	2885	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	498	498	-1	0	0
499	1	211	40728	2410	1500	8500	-1000	0	0	0	0	-5000	0	1	213	720	3150	499	499	-1	0	0
500	0	201	6160	1080	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	500	500	-1	0	0
501	0	204	6160	1080	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	501	501	-1	0	0
502	0	203	6160	1080	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	502	502	-1	0	0
503	1	203	29775	2025	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	503	503	-1	0	0
504	1	204	23815	2431	1500	8500	2000	0	0	0	-1000	0	0	1	210	720	3150	504	504	-1	0	0
505	0	201	6211	1089	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	505	505	-1	0	0
506	0	202	6211	1089	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	506	506	-1	0	0
507	0	203	6211	1089	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	507	507	-1	0	0
508	0	204	4500	2933	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	508	508	-1	0	0
509	1	213	41409	2451	1500	8500	500	0	0	0	-4000	0	0	1	306	720	3150	509	509	-1	0	0
510	0	201	6260	1097	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	510	510	-1	0	0
511	0	202	6260	1097	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	511	511	-1	0	0
512	0	203	6260	1097	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	512	512	-1	0	0
513	1	202	30256	2058	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	513	513	-1	0	0
514	1	201	36306	1646	1500	11000	0	0	0	0	-2500	0	0	2	220	720	3150	514	514	-1	0	0
515	0	201	6308	1106	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	515	515	-1	0	0
